8192 3
0.037172 1.675613 1.038989
0.769430 1.954048 -0.216154
1.052123 1.884135 1.051258
-0.402152 0.515807 0.340932
0.116277 1.720956 0.132721
-0.496957 1.977792 0.477631
-0.302031 0.993016 0.938551
-0.458253 1.765796 1.387721
0.302090 1.300765 1.310988
0.070213 0.715499 0.436943
0.392204 0.982905 0.373788
-0.246223 1.983054 1.368812
0.634215 1.096711 0.956663
-0.480985 1.450627 0.773166
0.773191 1.967020 0.831059
0.170160 1.719867 0.170377
-0.030346 1.718564 1.349369
0.986091 1.696207 0.204372
1.023197 1.622888 0.381588
0.307930 1.938622 0.355415
0.996510 1.676558 0.742268
1.038611 1.694564 0.353438
0.459732 1.399306 -0.129178
-0.489381 1.520363 1.312380
0.047906 0.900761 -0.201762
-0.143097 0.451738 0.255657
0.853789 0.781630 0.308185
1.154277 1.507714 -0.141567
-0.075539 0.654759 0.752189
0.222149 0.817446 -0.088872
0.350919 0.664730 0.036347
0.783554 0.798697 1.237131
0.875160 1.300690 0.924852
1.158996 1.258535 -0.236909
0.295580 1.624404 0.372888
0.427433 1.180684 0.266856
0.055744 0.758417 -0.034098
-0.406443 1.259168 0.207383
-0.468807 1.043383 0.734689
1.044371 0.451650 0.154473
0.056466 1.475880 1.157995
1.063705 1.066562 1.041575
0.819792 0.580541 0.583950
1.053514 0.595632 0.032334
-0.098845 0.918793 0.345582
-0.298410 1.046344 1.215844
0.748899 1.036544 -0.121243
0.123689 1.343789 0.048573
-0.094933 0.928114 1.207635
0.560328 1.427220 1.156078
0.632554 1.784335 0.230101
1.039467 0.954918 0.860872
1.097709 1.146439 0.275663
0.473942 1.034281 0.789988
0.709037 0.755446 -0.272785
0.560706 0.783717 1.026643
-0.136759 1.552156 1.197736
1.156159 0.969234 0.009442
0.391771 0.497272 -0.182745
1.012337 0.816680 -0.156530
0.188947 1.580227 -0.027800
1.083463 0.945629 1.151370
1.135872 0.902208 1.352843
0.857157 1.442260 1.266268
0.866872 0.590647 0.361382
0.363243 1.744856 0.777484
0.277126 1.003634 1.186963
-0.139579 1.473276 1.337818
1.186990 1.391499 -0.107306
1.007678 1.400326 0.004522
0.948276 0.618511 0.377874
0.907727 1.844237 0.090820
1.084879 0.416097 0.692943
-0.160814 1.553178 1.216773
-0.165540 1.303733 0.699318
1.142353 1.011570 0.502080
0.998790 0.518907 0.841896
0.260006 0.490737 0.153276
0.294503 1.014548 0.980035
0.517287 1.638610 0.646162
0.173573 1.795620 0.354246
1.152969 1.991329 1.313443
0.276579 0.700397 0.172933
-0.321457 1.405323 1.123374
-0.487905 1.673783 0.374641
1.067191 0.707473 -0.267944
0.566619 1.410761 0.931286
1.098362 1.454744 0.165122
1.082356 0.711952 1.166706
0.576530 0.694838 0.073892
0.024821 1.565114 1.294696
0.152018 1.223052 -0.240512
-0.452145 0.660943 0.305595
-0.237639 1.131396 1.167818
0.460460 1.262094 0.424894
0.323804 1.711228 1.247417
-0.042860 1.630066 1.249578
0.631899 0.626904 1.128498
0.670373 1.047247 -0.038829
-0.101911 1.679801 1.181033
0.414228 1.295058 0.236186
0.376057 1.358777 1.150241
0.757116 1.830162 0.124406
-0.279144 0.630936 -0.057415
0.340723 2.003673 0.553597
0.175040 1.389609 0.868766
0.392044 1.010622 1.393920
0.101973 1.026228 -0.135338
0.048435 0.741697 0.663833
0.820919 1.556293 0.159116
0.050861 1.818232 0.787929
0.379573 1.312721 0.596662
0.182254 0.823276 1.313448
0.754000 1.513811 0.989482
1.059477 0.660877 0.035295
0.805834 0.823200 -0.191839
-0.242355 1.425976 0.398383
0.833997 1.492794 0.694740
0.459611 1.969719 1.272611
0.496411 0.715677 1.283714
1.181757 2.003469 0.804772
0.959043 1.484491 1.142014
0.070734 1.927403 1.142952
0.090275 1.973708 -0.219716
0.157034 1.600775 0.189698
0.867703 1.842639 0.164554
-0.140565 2.006676 0.967442
0.786764 1.735207 0.018619
0.964825 1.865006 0.541434
0.144852 1.950346 0.999238
0.028501 0.751468 0.656678
0.415114 1.647682 0.569459
0.555479 1.701740 -0.094018
-0.232132 2.029407 0.014900
0.135963 1.050566 0.201673
-0.432436 0.572914 0.693726
0.153409 1.153971 0.059060
0.149437 1.990401 0.964471
0.431412 1.340053 0.800813
-0.077965 0.666184 1.265936
0.467985 0.517097 -0.001869
0.769391 1.412111 0.561043
0.386887 1.013526 0.763111
1.047700 0.746672 0.196279
0.875901 2.032454 1.359006
1.198405 0.707462 0.355122
0.137459 1.360611 1.150160
-0.376575 1.409987 0.939621
-0.477938 1.351430 1.292039
0.181409 2.014245 1.127117
0.582511 1.870881 0.490671
-0.187448 1.525562 0.616612
-0.409871 1.503909 0.944684
0.193517 1.106142 0.801011
0.766162 1.264600 1.119358
0.406092 1.344833 0.731486
-0.155735 0.444767 0.491786
0.835833 0.878744 -0.240672
0.957896 1.680643 -0.255650
1.160223 0.507023 0.225430
-0.058604 0.725162 0.911309
0.470992 0.941195 -0.109492
0.292679 0.894552 0.209185
0.785809 2.003671 -0.074098
-0.167197 1.253938 1.115506
-0.195820 1.703972 0.808296
1.120670 1.645865 0.077681
0.637176 1.885603 1.247195
1.017124 1.452650 0.678834
1.167233 0.449696 -0.201612
0.413123 1.111912 -0.215042
1.155789 0.808022 1.055054
1.192238 0.687986 -0.102155
-0.172398 0.979323 1.155097
0.042190 1.353256 1.320851
0.130329 0.644551 0.484648
0.391522 1.161672 1.179227
0.705661 1.596865 1.012332
1.136616 1.727618 0.211497
0.040652 1.806138 1.000742
0.902285 0.532736 0.669308
0.673087 2.061062 -0.128164
0.840456 0.549141 0.129203
0.566789 1.098291 0.077279
-0.291267 1.542681 0.846361
0.151599 1.914274 0.768204
0.461583 1.332910 0.555197
-0.364974 0.916734 1.395601
-0.437155 1.833565 -0.259132
0.496202 1.900676 1.296467
0.458088 0.555163 0.635756
-0.409112 0.697031 0.559281
0.716434 1.671570 0.764525
0.985339 1.962374 0.927744
0.286426 0.521251 1.157101
-0.291878 2.000630 0.868390
0.893175 0.589434 0.492222
0.782681 0.786318 0.960436
-0.201822 0.727149 0.202294
-0.041820 1.758701 0.539910
-0.478507 1.358890 0.437605
1.198912 1.175328 0.645100
0.574869 2.079701 0.517755
0.624027 0.484997 1.010469
0.519285 0.405008 0.245310
0.947814 1.152689 0.015402
1.062419 1.282989 0.972376
0.702399 0.510818 -0.261819
1.087967 0.448646 1.271938
1.053912 0.956428 -0.109507
0.461754 1.802723 1.301993
-0.127703 0.662859 0.976332
0.647636 0.785075 0.506819
0.678045 1.514620 0.439307
-0.402841 1.768847 -0.148515
0.348867 1.071342 1.147470
0.925027 1.366417 0.477515
0.659287 0.463449 0.235795
0.546298 1.614623 0.651228
1.140349 1.011708 0.126813
0.734451 0.696290 -0.291952
0.771117 1.645336 0.280314
-0.305015 1.959010 0.052600
0.189066 1.619892 0.334222
0.264996 0.591065 1.004136
0.525614 0.538038 -0.181629
0.219445 1.661385 -0.162339
0.009983 1.083485 0.434693
-0.482111 1.813905 0.053491
0.877230 1.894705 0.653773
1.081871 0.753388 -0.240078
-0.459401 2.091084 -0.212419
0.126640 1.621875 0.461501
0.478227 0.426929 0.279055
0.063613 1.971542 0.223640
0.443451 1.089057 1.080767
1.131640 1.991296 0.721328
0.043763 0.458631 0.092467
0.200183 0.644058 -0.181017
-0.300110 1.900424 0.086462
0.119969 0.670219 -0.126434
1.059986 0.410257 0.769431
-0.212133 1.837872 1.194662
-0.453242 0.429110 -0.038075
0.490150 2.072726 -0.241128
1.001043 0.496577 0.357733
0.884918 1.683928 0.757471
0.769944 0.936755 0.759766
-0.266616 1.541178 0.091882
0.227533 1.145945 0.526640
0.968758 1.987047 1.236593
0.763267 0.937895 0.406567
0.244605 1.675864 0.811705
0.489149 2.006159 1.317998
0.673946 0.788062 0.115239
-0.481363 2.096427 0.140124
0.161975 2.019748 -0.119888
-0.186809 0.562717 0.940154
0.669512 1.370170 0.663999
0.794310 0.757110 0.158360
-0.059811 0.703468 -0.200628
-0.355119 0.521006 0.429994
0.448498 0.679892 0.530902
-0.416419 1.988304 -0.211775
-0.266757 1.429371 1.015701
1.048775 0.458055 1.206766
-0.121373 1.668785 0.985614
0.649460 1.128259 0.517070
0.737558 1.523532 1.386564
0.176250 1.828527 1.041106
0.439032 0.774226 0.839634
0.111912 0.895970 0.263913
0.887474 0.706846 0.415335
0.526675 1.557799 -0.221497
1.040847 1.514665 1.143512
-0.391924 0.694388 -0.193931
0.236390 1.608556 0.474919
0.602669 0.922328 -0.003908
0.517420 0.837316 0.772386
0.310749 0.831682 0.047108
-0.257425 1.401845 0.372969
0.056932 1.614720 1.196937
0.791137 0.552411 0.755324
1.178093 0.863246 0.622573
0.790356 1.097428 1.176356
0.959962 0.480354 0.756809
-0.287599 0.816726 0.894637
0.609305 0.458092 1.357929
-0.279938 1.454131 -0.120617
-0.098252 1.147068 0.924937
0.701454 1.622734 0.131367
-0.077685 2.033484 0.734166
0.982686 0.904688 1.159789
1.161947 1.337412 0.638593
0.539577 0.541928 -0.192538
0.640314 0.909890 0.348398
1.073965 1.796459 0.999187
0.205069 1.825770 -0.138915
-0.279658 0.643655 0.008548
0.841977 0.511038 -0.288982
0.317017 1.516517 0.122329
-0.155795 1.409612 1.040495
-0.426053 0.746998 -0.221273
0.324340 1.264816 0.596366
0.288585 1.321371 0.369771
0.041440 1.096681 0.519509
-0.218640 0.674487 -0.139635
-0.064008 0.616052 0.288754
0.366642 1.972677 0.190588
0.534182 1.832816 0.741380
0.733222 0.572482 0.079472
0.017100 1.083715 0.418843
0.156838 0.620996 0.935860
0.009562 0.847881 0.699456
-0.378615 1.712377 -0.295804
0.907940 1.646519 1.216466
-0.038867 1.802426 0.926992
-0.354904 0.988839 0.248954
0.065700 1.427460 0.543252
-0.394798 1.730873 1.337414
0.621738 0.488740 -0.190634
-0.135412 0.537679 0.232665
0.129787 0.443072 0.009893
0.422554 0.544111 1.298785
0.920630 1.844833 0.801140
1.124664 1.425976 1.022449
0.092707 1.619115 -0.005994
0.818559 1.278910 0.907508
0.327037 1.156603 0.787979
0.162256 0.412102 0.367108
0.346730 0.450884 1.042990
0.812436 1.344289 1.340427
0.329768 0.734911 0.935386
0.025343 1.425558 1.141511
-0.162289 0.450434 0.742049
0.239124 1.651640 0.145054
0.611347 2.059443 0.130050
0.328156 0.753216 -0.102160
-0.293711 1.669169 0.308780
1.083463 1.400357 0.657912
0.442460 1.517138 0.162279
0.820936 1.295547 0.083441
-0.431316 0.968874 0.425136
0.937413 1.456881 1.220319
0.828977 1.458185 0.512848
-0.091316 0.480233 1.193783
0.698097 0.932056 0.647642
0.541720 0.811443 -0.189477
-0.088339 1.140045 0.122348
0.556406 0.438632 -0.195518
-0.435326 1.439154 1.026173
1.122026 1.228893 0.334954
1.148512 0.777394 0.487593
0.061944 1.763764 1.275393
0.752449 0.957853 -0.236435
-0.176428 0.963180 0.011241
-0.344436 0.527792 0.230980
-0.003259 0.562595 0.118867
-0.258623 1.797439 0.120909
0.433615 1.716716 0.407137
0.538259 0.542003 0.789908
0.693294 1.739401 -0.148499
0.836603 1.024688 -0.298761
-0.438715 0.617827 1.042122
0.264891 1.660885 0.865917
0.496041 1.969287 0.750949
0.291146 1.989815 -0.040738
0.973338 1.059621 1.348621
0.204609 1.805446 0.964426
-0.386152 1.919087 0.148059
-0.299192 0.427340 0.336336
-0.392303 0.713556 0.809990
0.600996 1.118472 0.064469
-0.040513 1.722705 1.307169
0.694973 0.663982 0.055793
-0.339267 0.626499 0.130891
0.820526 0.448280 0.325143
1.130621 0.998853 0.083977
-0.060015 1.540785 -0.058052
-0.242903 1.701396 0.731525
0.930368 1.395951 1.046789
0.972929 2.030801 0.647670
0.830331 0.406277 1.071232
0.893195 1.072264 1.257774
-0.301284 1.905916 0.644032
0.241853 0.631912 1.298883
0.658394 0.567100 -0.170528
0.074771 2.048624 0.350465
0.625616 1.284071 -0.089161
0.447421 2.005318 1.081579
0.987832 1.406934 1.101640
-0.111488 0.601458 1.107178
1.168485 1.753870 0.098104
-0.316745 1.462673 0.570934
-0.147310 1.781506 0.403165
0.750920 1.188424 0.231454
0.036282 0.556248 1.284034
0.993883 1.944772 0.585771
0.079159 0.562922 0.270981
0.864859 0.872138 -0.223708
-0.148324 0.609442 0.569004
1.040185 1.899257 1.298590
0.498947 0.491305 0.597637
-0.273139 0.897821 0.161371
-0.308137 1.530932 0.844215
1.020264 1.443778 1.241272
-0.108598 1.758114 0.967939
0.168092 1.699561 -0.019191
0.185112 1.161838 0.431673
0.609497 1.039591 0.757767
0.623146 1.307783 0.165014
0.711832 1.784862 0.512010
0.376117 0.607880 0.559596
-0.367855 1.351783 0.236466
1.020438 1.640856 0.415054
0.659509 1.306068 0.561871
0.362566 0.911287 0.718701
0.292303 2.079772 0.860418
-0.115115 0.475046 0.247915
0.502400 1.298912 0.011712
0.802008 1.778984 1.154399
0.869387 1.981997 1.288400
-0.398584 0.630548 0.728096
-0.306450 1.402651 -0.188428
0.229168 1.232612 0.277701
-0.099589 1.680324 0.439321
0.541881 1.564697 0.419665
-0.219392 0.604476 1.076949
0.057411 1.946507 0.251560
0.869563 1.776210 1.157079
0.977797 1.737286 1.242046
0.899363 0.545229 0.859816
0.338926 1.378395 0.133040
0.878562 0.522554 -0.244148
1.113313 0.848101 -0.287136
0.817106 1.998888 1.104994
0.993320 1.525801 0.623352
1.104819 1.711794 0.560743
0.339991 0.990711 0.820260
0.423930 1.196748 0.363927
0.880247 1.149243 0.051721
0.104385 0.600055 0.169783
-0.096804 2.095361 1.058844
0.533807 0.913682 0.727879
-0.478958 0.601218 0.106060
0.276975 1.168357 0.913917
0.873088 2.063022 1.132408
-0.435360 1.978162 -0.287646
0.020913 1.204793 -0.054926
-0.276906 0.582559 -0.286747
-0.404915 2.095021 0.487273
0.110333 1.022426 0.943466
0.965360 1.019678 1.104610
0.065175 1.826581 1.294579
1.046467 0.794491 0.141010
0.668868 0.420799 0.855167
-0.024299 2.042050 -0.126312
0.339032 0.615912 -0.049988
0.181217 0.794880 0.217704
0.694321 1.263058 0.006143
0.701553 0.746074 0.960700
-0.309912 1.461986 0.122476
0.382073 1.175235 0.039183
-0.216900 1.131878 0.005820
0.641466 1.833925 1.013764
-0.486449 1.751498 0.679659
0.505985 0.516909 1.225012
0.325905 1.805974 0.313156
0.278054 1.604739 -0.275140
0.028724 1.882362 0.938162
1.186573 1.393016 -0.146162
1.174404 1.187980 -0.001318
0.478641 1.193782 -0.000264
0.064598 1.740155 0.126359
1.009525 0.821371 0.791344
0.730569 1.502865 0.904301
0.767364 0.554615 0.015455
0.481536 1.943018 -0.175714
0.481010 0.593571 0.240981
0.668165 0.781051 -0.176595
0.542098 1.795150 -0.093014
1.156699 0.461176 1.249927
1.092477 1.652967 1.123943
0.840281 1.864364 0.912298
0.227645 0.444107 -0.052163
0.223081 1.316100 1.337837
0.970700 1.641297 1.086757
0.102992 1.600461 0.598798
-0.251979 1.457132 1.070401
0.071224 1.270263 -0.296510
0.623153 0.492063 0.819787
-0.225296 0.431669 0.358666
0.779493 1.332948 1.259979
0.356043 1.898522 0.078860
0.718492 1.968700 1.350494
0.450822 1.213880 0.774136
1.037106 2.072642 0.275688
0.520917 0.938380 0.863988
-0.009665 1.450096 0.381566
0.728730 1.357837 0.860115
1.049518 0.584736 0.990439
0.087731 1.820606 0.747702
0.504679 0.768814 -0.248188
0.775074 0.469414 0.495578
0.634197 1.329297 1.002209
0.098004 1.825212 1.256029
0.314274 1.247752 0.414949
0.618449 1.758686 -0.181363
0.636745 1.618432 1.089925
0.324572 1.754112 0.027993
0.284455 2.037664 0.834413
0.219154 1.651644 1.377329
-0.341897 0.492552 0.279002
0.610098 1.422643 1.129113
1.191008 1.219739 0.383837
-0.248045 0.489442 -0.254605
0.496156 1.077948 1.331775
0.864354 0.658367 1.066653
0.287671 1.042431 0.300185
0.967011 1.736595 0.507693
-0.033582 1.068093 0.007523
-0.433294 2.012272 1.158274
0.324922 1.510809 1.057711
0.709584 0.895438 0.369057
-0.325920 1.100782 1.303435
0.140922 0.582783 0.895383
-0.479766 1.734214 1.183382
0.673922 0.411906 0.174586
-0.266871 1.990599 0.637353
0.083730 1.712986 0.966707
-0.061311 1.279247 0.788272
-0.470114 0.440301 0.874626
0.609000 1.238295 0.768422
0.680675 1.498190 -0.267420
1.185709 1.041191 1.129629
-0.334701 1.181351 1.043550
0.036846 1.515022 -0.103461
0.865351 1.154020 0.288422
0.800257 1.513672 0.189570
0.090992 1.789188 0.890041
0.209357 1.110223 0.550457
1.038506 1.408339 0.480792
0.497918 1.754004 -0.086759
-0.232379 0.646856 0.618643
0.477836 1.586613 0.027877
-0.389705 1.271498 0.564975
0.827124 1.780148 0.814901
1.024267 1.007874 -0.108570
0.789981 1.444706 0.938229
0.987352 0.802488 1.023497
0.161329 0.453141 0.478167
1.068486 0.540280 0.240647
-0.360139 1.836096 0.740135
0.167632 1.988029 1.140987
-0.349458 0.536343 0.044111
0.217567 1.731307 1.128320
0.631078 0.631637 -0.288651
-0.172947 0.830299 0.961273
0.206324 1.217165 0.136446
-0.043873 0.883440 -0.218774
0.567176 1.530010 0.748960
-0.210969 1.276954 1.195375
-0.103953 1.582479 1.182167
-0.142668 0.837615 1.117042
0.717930 1.700730 0.151595
0.757650 1.850943 0.017125
0.112562 1.866986 1.044102
-0.237319 0.743732 -0.269864
0.853497 1.357848 0.875469
0.580056 1.515081 0.815596
1.193272 1.770182 1.095838
0.799840 0.932892 1.269006
-0.052640 1.003813 0.122511
0.056533 0.538824 0.556721
0.723002 0.483391 0.114076
-0.377324 0.980714 1.039859
0.459445 1.258608 0.389764
-0.098431 1.235057 0.264937
0.073799 1.765221 0.721217
0.046914 1.638848 0.185369
-0.459611 1.833906 0.488441
-0.075370 1.472642 0.811145
0.240391 0.811415 0.819542
0.910107 1.865392 -0.266135
1.106233 1.725464 0.530881
1.044276 0.921184 0.310511
0.574704 1.553221 0.728123
0.709968 0.919814 -0.069626
0.634104 1.936483 0.531100
0.420718 1.700308 -0.124114
1.106798 1.010840 0.757171
0.970830 1.122846 0.486746
-0.027679 0.676389 -0.090528
0.261848 2.023030 0.202868
-0.100268 1.333466 1.052639
1.112241 0.707936 0.973114
0.624257 0.813347 0.979263
1.150532 1.150579 1.259692
0.059742 0.464148 0.093006
-0.108015 2.093639 0.828295
0.537535 1.664717 0.062640
0.728734 2.094934 0.318766
-0.012562 1.948359 -0.127614
0.358821 1.399130 0.545277
0.461726 0.907763 0.825677
-0.073184 0.507568 0.512399
0.638082 0.585032 1.355312
-0.465016 1.397830 0.099793
0.174200 1.595538 1.056473
-0.478634 0.799729 -0.247409
-0.148167 1.493168 -0.256272
-0.172546 2.024526 0.432570
-0.374274 0.895530 0.139822
-0.471763 1.461605 0.439074
0.068351 2.039042 -0.260694
0.348602 1.420286 -0.023745
0.680786 1.224482 1.317894
-0.108131 1.198020 1.383754
0.274448 1.950872 1.382770
-0.207467 1.352509 0.534083
0.595539 0.809050 1.333803
-0.224504 0.828410 1.351261
0.129662 1.812121 0.298688
0.653619 0.901848 0.137982
0.267205 0.515171 0.611332
-0.170384 1.427950 -0.255563
0.508425 1.144444 0.326822
-0.077266 1.274644 -0.158990
-0.063802 1.800059 0.905449
0.033218 1.637619 0.840795
0.541669 1.307019 -0.019702
0.735118 1.668466 0.281363
-0.328505 0.835020 1.288835
0.239216 0.713918 -0.183775
0.238439 1.364823 1.077600
0.274438 1.516281 0.749829
0.465337 0.880870 -0.208777
0.177462 0.690080 1.394237
0.802668 1.830616 1.197124
0.961381 0.757386 -0.030308
-0.218960 1.100466 1.148300
0.034985 0.787180 0.508291
0.231553 1.870154 0.980588
0.857474 1.864681 -0.036068
0.481971 1.590387 0.152111
0.442702 1.007908 1.023463
0.009796 0.501698 0.962861
0.041659 1.103223 0.497020
-0.156609 0.582324 0.358436
-0.467836 1.155666 0.937526
-0.330016 0.806680 0.359491
-0.117748 1.666339 1.087690
0.382454 0.426529 0.498253
0.266827 1.476898 1.306745
0.393594 1.767654 -0.240997
1.199467 0.437924 0.368972
0.617594 1.324642 0.071461
0.103436 1.368207 0.216631
0.736859 1.200020 1.079094
0.524891 1.539424 0.435055
0.154341 0.514266 0.243328
1.079158 1.708373 0.445560
0.695636 1.761927 -0.105373
-0.110966 1.973666 0.329568
-0.436726 1.786983 0.992123
-0.078664 1.612822 0.904735
-0.351052 0.400490 -0.017063
-0.156554 1.260540 0.027444
0.886044 1.538679 0.523122
0.348731 0.582704 0.204033
0.961798 1.142690 1.007662
0.267674 0.762377 1.318760
0.321449 0.400440 -0.086424
-0.040588 0.606253 -0.027516
0.555250 0.899214 0.343451
0.111987 1.945014 1.253863
1.015652 0.460561 0.214592
0.710960 0.722246 0.269512
0.293458 0.723512 0.025087
1.037386 1.324889 0.614802
0.459798 0.762626 1.321376
0.105285 1.053251 0.822773
0.555913 2.048638 0.071345
-0.053429 1.456125 1.197810
0.207460 1.076807 0.017882
-0.258370 0.500907 0.210682
-0.448946 1.149204 0.525385
0.320956 1.124152 1.277365
-0.025552 0.500726 1.397613
-0.346885 0.875318 0.962954
-0.351873 0.712450 -0.079129
-0.266715 1.203487 0.120171
-0.168182 0.590923 -0.102059
0.341758 1.541821 0.924608
1.101475 1.055724 -0.251361
0.080865 1.683560 -0.071826
0.097187 1.757225 1.080597
0.536875 0.898824 1.336444
1.015007 1.536122 0.832240
-0.286485 1.032979 1.224304
-0.145852 0.474151 -0.196068
1.047120 1.909099 0.128919
0.470258 0.795764 0.877513
-0.059581 0.746228 0.097434
0.800428 1.879535 0.533368
0.365899 1.691613 0.376463
0.086247 0.817028 0.697645
0.049255 1.132004 0.158562
-0.410793 1.773102 0.596380
-0.286277 0.866147 -0.136247
0.887591 1.499735 1.196806
0.516215 1.174403 1.070657
0.850962 0.685613 0.882589
0.693880 1.384040 0.132617
0.680558 0.716431 1.209864
0.808108 1.230468 1.119558
-0.489287 0.606142 0.973955
-0.364085 0.914339 0.924803
0.982670 1.076616 -0.146779
0.600240 1.652785 0.291508
-0.211093 0.858178 0.773269
0.501294 0.818381 0.745798
-0.040101 1.227792 -0.240454
-0.431590 0.546558 1.148609
-0.040826 1.056506 0.775472
0.338718 0.594358 1.184594
-0.047246 2.082556 0.824004
-0.462115 1.043214 0.573725
0.877612 2.020706 0.130332
0.560724 1.884146 0.800312
0.450999 1.255987 -0.002248
-0.148204 0.614666 1.154495
0.839217 1.402836 1.136852
-0.092761 0.718301 1.187119
-0.460307 1.655586 1.317727
0.858825 0.939843 0.454136
-0.093580 0.498617 0.913591
0.116050 1.339579 0.904350
0.377063 0.560375 1.287757
-0.388907 0.628064 0.098346
0.091757 2.031013 0.699870
0.698540 1.609895 0.445587
-0.063668 1.623770 1.273649
1.188395 1.572421 0.099902
0.222645 1.467108 -0.230976
0.372018 0.968036 0.692383
-0.374760 0.949677 0.256063
0.808399 1.937680 0.835658
0.792960 1.456591 1.005963
0.363873 1.229609 0.501875
0.176533 0.429993 0.553301
-0.290280 1.880226 1.036131
-0.122277 1.676913 0.133368
-0.337705 0.794712 0.969485
0.036473 1.075452 0.270841
0.626720 1.114873 0.296144
0.075111 1.251992 1.261323
-0.117462 0.903303 1.171598
-0.227227 1.985674 0.949960
0.838425 1.621927 0.260863
-0.154880 0.745483 0.392525
0.007739 1.403007 1.367920
0.456535 0.524466 0.082164
0.351501 1.587383 0.686788
-0.158960 0.858604 0.528229
0.280332 1.429332 -0.151455
1.164400 2.008227 0.767071
0.993530 0.917537 1.384754
0.158961 1.808894 1.352330
1.131934 0.451945 0.506418
-0.464580 1.367973 1.087480
0.811843 1.443754 1.311341
0.531376 1.382867 0.346032
-0.298375 1.248261 -0.204462
1.039534 0.877469 1.040196
1.163968 0.873695 0.563826
0.070005 0.636206 0.117017
0.198784 0.741712 -0.150586
0.089210 1.983938 0.847834
-0.381653 1.153415 -0.036779
-0.190769 1.864637 0.472239
0.927161 1.921763 1.312548
0.627170 1.716861 -0.033315
1.011674 0.913090 -0.153046
0.329165 1.529715 1.132652
0.490005 1.503831 0.424236
0.814187 1.953617 0.593016
-0.286267 0.418984 -0.159430
-0.463248 0.740451 1.289621
0.608466 0.706269 0.002244
0.218287 1.124591 0.289640
0.232519 0.823628 -0.127729
0.361999 1.315274 0.454372
0.712175 1.032329 1.080738
0.046728 0.772728 0.909007
0.601124 0.879660 0.688877
0.001619 2.065948 -0.163336
0.341402 1.286737 0.472247
0.299685 0.426015 -0.149567
0.294980 0.933053 0.467453
-0.305746 1.568230 1.102127
0.999364 1.736781 0.952500
0.249358 1.785348 -0.013365
-0.438237 1.644134 0.027630
0.637525 2.048048 1.153695
0.059765 1.900186 0.284070
-0.171988 1.254993 0.011626
-0.112252 1.646269 0.332350
-0.037955 1.121618 0.184690
0.758913 1.169004 -0.084597
1.121898 1.198815 0.473006
1.034179 0.692554 1.145647
0.916034 1.298790 -0.047496
0.606082 0.953255 1.210839
0.382186 0.986593 -0.034001
-0.203745 0.693953 1.132769
1.049944 1.575292 -0.256983
-0.393437 1.933547 0.324780
0.004667 1.609366 1.346283
0.487844 0.832706 -0.003785
-0.175790 1.363536 1.255653
-0.202429 1.824129 0.952533
-0.348765 1.687029 0.660007
0.619236 2.025575 0.553835
0.015895 1.893153 0.208641
1.027172 0.935782 0.280336
0.021053 0.802687 0.590654
0.463106 1.292427 -0.102301
0.399441 1.261467 -0.194031
0.099091 1.850549 -0.137288
-0.064970 1.427679 0.059172
0.920272 1.328025 0.258824
0.238239 1.827374 0.232198
0.295127 1.557596 -0.291620
0.954649 1.872108 1.092905
0.194821 0.983187 0.334126
0.496957 0.599507 1.373851
1.018949 0.423768 -0.076056
0.524670 0.420457 0.362506
0.928663 0.763090 0.365012
0.131963 1.043602 1.363763
-0.320609 1.715040 1.393184
-0.236812 1.511956 0.678910
0.058948 1.757644 -0.076314
-0.269179 1.354533 0.753756
-0.411155 1.780107 0.550887
-0.159463 1.666575 0.170116
-0.329099 1.487443 0.111653
1.133072 1.577091 0.267377
1.086401 1.822703 0.553218
-0.027592 1.636035 1.161615
0.658747 0.470883 -0.145030
0.310058 0.730543 -0.262941
0.307537 1.719968 0.310990
0.598642 2.003264 0.123692
1.025083 1.557554 0.857456
-0.177785 1.918339 0.240012
-0.291842 1.304107 0.185343
1.170024 1.410814 1.323998
0.158745 0.768302 0.100105
-0.327729 1.850525 1.291636
-0.160535 1.531598 1.338676
0.317806 0.427016 0.620033
0.685834 1.930845 0.458755
0.985195 1.754763 -0.137629
0.668213 0.931402 1.075858
0.507102 0.568802 -0.205325
0.796827 1.975541 1.254597
0.114509 0.783837 0.997073
1.088935 1.373562 0.819858
0.516779 1.152965 0.286252
1.035172 1.321747 0.205965
0.384819 2.081664 0.615696
0.780810 1.947389 0.955635
0.797730 0.568589 0.985091
0.313373 1.127583 0.758436
0.929268 0.970117 -0.017609
0.302127 1.473875 1.129357
0.901377 0.525250 1.352196
1.048174 0.625157 -0.001196
0.350304 1.168199 1.301318
0.213035 0.876668 1.170387
1.191757 0.409256 1.223828
1.175249 0.845544 0.872884
0.497799 0.463597 0.877393
0.207367 0.955970 1.353265
0.141191 1.642036 1.088267
-0.293950 0.848708 0.923550
0.347344 1.299151 1.031018
0.515360 1.651300 0.690758
0.837364 0.523544 0.242327
0.466346 0.616959 -0.020427
0.517945 1.741307 0.012781
-0.126715 0.743038 0.599610
0.666663 0.838803 0.419603
0.547590 0.486480 0.781521
-0.289150 0.455257 -0.050378
0.798271 0.414728 0.546622
0.191529 1.873222 1.142355
0.946040 1.719894 0.472656
-0.060307 0.712412 0.759036
-0.471241 0.464315 0.864853
0.889062 2.035049 -0.188831
-0.265076 1.951344 0.011568
-0.210929 1.555500 -0.056359
